	annotation_category	fident	COV_query	COV_target	TruePositive	FalsePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
4671	EC number	0.6	0.7	0.9	1728	84	1812	0.9536423841059603	1647.8940397350993
4672	EC number	0.6	0.8	0.8	1728	84	1812	0.9536423841059603	1647.8940397350993
4673	EC number	0.6	0.8	0.9	1728	84	1812	0.9536423841059603	1647.8940397350993
4674	EC number	0.6	0.9	0.9	1728	84	1812	0.9536423841059603	1647.8940397350993
4675	Protein families	0.6	0.0	0.0	5142	70	5212	0.986569455103607	5072.940138142748
4676	Protein families	0.6	0.0	0.1	5142	70	5212	0.986569455103607	5072.940138142748
4677	Protein families	0.6	0.0	0.2	5142	70	5212	0.986569455103607	5072.940138142748
4678	Protein families	0.6	0.0	0.3	5142	70	5212	0.986569455103607	5072.940138142748
4679	Protein families	0.6	0.0	0.4	5142	70	5212	0.986569455103607	5072.940138142748
4680	Protein families	0.6	0.0	0.5	5142	70	5212	0.986569455103607	5072.940138142748
4681	Protein families	0.6	0.0	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4682	Protein families	0.6	0.0	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4683	Protein families	0.6	0.0	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4684	Protein families	0.6	0.0	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4685	Protein families	0.6	0.1	0.1	5142	70	5212	0.986569455103607	5072.940138142748
4686	Protein families	0.6	0.1	0.2	5142	70	5212	0.986569455103607	5072.940138142748
4687	Protein families	0.6	0.1	0.3	5142	70	5212	0.986569455103607	5072.940138142748
4688	Protein families	0.6	0.1	0.4	5142	70	5212	0.986569455103607	5072.940138142748
4689	Protein families	0.6	0.1	0.5	5142	70	5212	0.986569455103607	5072.940138142748
4690	Protein families	0.6	0.1	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4691	Protein families	0.6	0.1	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4692	Protein families	0.6	0.1	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4693	Protein families	0.6	0.1	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4694	Protein families	0.6	0.2	0.2	5142	70	5212	0.986569455103607	5072.940138142748
4695	Protein families	0.6	0.2	0.3	5142	70	5212	0.986569455103607	5072.940138142748
4696	Protein families	0.6	0.2	0.4	5142	70	5212	0.986569455103607	5072.940138142748
4697	Protein families	0.6	0.2	0.5	5142	70	5212	0.986569455103607	5072.940138142748
4698	Protein families	0.6	0.2	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4699	Protein families	0.6	0.2	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4700	Protein families	0.6	0.2	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4701	Protein families	0.6	0.2	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4702	Protein families	0.6	0.3	0.3	5142	70	5212	0.986569455103607	5072.940138142748
4703	Protein families	0.6	0.3	0.4	5142	70	5212	0.986569455103607	5072.940138142748
4704	Protein families	0.6	0.3	0.5	5142	70	5212	0.986569455103607	5072.940138142748
4705	Protein families	0.6	0.3	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4706	Protein families	0.6	0.3	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4707	Protein families	0.6	0.3	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4708	Protein families	0.6	0.3	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4709	Protein families	0.6	0.4	0.4	5142	70	5212	0.986569455103607	5072.940138142748
4710	Protein families	0.6	0.4	0.5	5142	70	5212	0.986569455103607	5072.940138142748
4711	Protein families	0.6	0.4	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4712	Protein families	0.6	0.4	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4713	Protein families	0.6	0.4	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4714	Protein families	0.6	0.4	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4715	Protein families	0.6	0.5	0.5	5142	70	5212	0.986569455103607	5072.940138142748
4716	Protein families	0.6	0.5	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4717	Protein families	0.6	0.5	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4718	Protein families	0.6	0.5	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4719	Protein families	0.6	0.5	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4720	Protein families	0.6	0.6	0.6	5142	70	5212	0.986569455103607	5072.940138142748
4721	Protein families	0.6	0.6	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4722	Protein families	0.6	0.6	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4723	Protein families	0.6	0.6	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4724	Protein families	0.6	0.7	0.7	5142	70	5212	0.986569455103607	5072.940138142748
4725	Protein families	0.6	0.7	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4726	Protein families	0.6	0.7	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4727	Protein families	0.6	0.8	0.8	5142	70	5212	0.986569455103607	5072.940138142748
4728	Protein families	0.6	0.8	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4729	Protein families	0.6	0.9	0.9	5142	70	5212	0.986569455103607	5072.940138142748
4730	KEGG	0.6	0.0	0.0	10348	3353	13701	0.7552733377125758	7815.5684986497345
4731	KEGG	0.6	0.0	0.1	10348	3353	13701	0.7552733377125758	7815.5684986497345
4732	KEGG	0.6	0.0	0.2	10348	3353	13701	0.7552733377125758	7815.5684986497345
4733	KEGG	0.6	0.0	0.3	10348	3353	13701	0.7552733377125758	7815.5684986497345
4734	KEGG	0.6	0.0	0.4	10348	3353	13701	0.7552733377125758	7815.5684986497345
4735	KEGG	0.6	0.0	0.5	10348	3353	13701	0.7552733377125758	7815.5684986497345
4736	KEGG	0.6	0.0	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4737	KEGG	0.6	0.0	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4738	KEGG	0.6	0.0	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4739	KEGG	0.6	0.0	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4740	KEGG	0.6	0.1	0.1	10348	3353	13701	0.7552733377125758	7815.5684986497345
4741	KEGG	0.6	0.1	0.2	10348	3353	13701	0.7552733377125758	7815.5684986497345
4742	KEGG	0.6	0.1	0.3	10348	3353	13701	0.7552733377125758	7815.5684986497345
4743	KEGG	0.6	0.1	0.4	10348	3353	13701	0.7552733377125758	7815.5684986497345
4744	KEGG	0.6	0.1	0.5	10348	3353	13701	0.7552733377125758	7815.5684986497345
4745	KEGG	0.6	0.1	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4746	KEGG	0.6	0.1	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4747	KEGG	0.6	0.1	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4748	KEGG	0.6	0.1	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4749	KEGG	0.6	0.2	0.2	10348	3353	13701	0.7552733377125758	7815.5684986497345
4750	KEGG	0.6	0.2	0.3	10348	3353	13701	0.7552733377125758	7815.5684986497345
4751	KEGG	0.6	0.2	0.4	10348	3353	13701	0.7552733377125758	7815.5684986497345
4752	KEGG	0.6	0.2	0.5	10348	3353	13701	0.7552733377125758	7815.5684986497345
4753	KEGG	0.6	0.2	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4754	KEGG	0.6	0.2	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4755	KEGG	0.6	0.2	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4756	KEGG	0.6	0.2	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4757	KEGG	0.6	0.3	0.3	10348	3353	13701	0.7552733377125758	7815.5684986497345
4758	KEGG	0.6	0.3	0.4	10348	3353	13701	0.7552733377125758	7815.5684986497345
4759	KEGG	0.6	0.3	0.5	10348	3353	13701	0.7552733377125758	7815.5684986497345
4760	KEGG	0.6	0.3	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4761	KEGG	0.6	0.3	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4762	KEGG	0.6	0.3	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4763	KEGG	0.6	0.3	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4764	KEGG	0.6	0.4	0.4	10348	3353	13701	0.7552733377125758	7815.5684986497345
4765	KEGG	0.6	0.4	0.5	10348	3353	13701	0.7552733377125758	7815.5684986497345
4766	KEGG	0.6	0.4	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4767	KEGG	0.6	0.4	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4768	KEGG	0.6	0.4	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4769	KEGG	0.6	0.4	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4770	KEGG	0.6	0.5	0.5	10348	3353	13701	0.7552733377125758	7815.5684986497345
4771	KEGG	0.6	0.5	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4772	KEGG	0.6	0.5	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4773	KEGG	0.6	0.5	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4774	KEGG	0.6	0.5	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4775	KEGG	0.6	0.6	0.6	10348	3353	13701	0.7552733377125758	7815.5684986497345
4776	KEGG	0.6	0.6	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4777	KEGG	0.6	0.6	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4778	KEGG	0.6	0.6	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4779	KEGG	0.6	0.7	0.7	10348	3353	13701	0.7552733377125758	7815.5684986497345
4780	KEGG	0.6	0.7	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4781	KEGG	0.6	0.7	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4782	KEGG	0.6	0.8	0.8	10348	3353	13701	0.7552733377125758	7815.5684986497345
4783	KEGG	0.6	0.8	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4784	KEGG	0.6	0.9	0.9	10348	3353	13701	0.7552733377125758	7815.5684986497345
4785	OrthoDB	0.6	0.0	0.0	12847	121	12968	0.9906693399136336	12727.12900987045
4786	OrthoDB	0.6	0.0	0.1	12847	121	12968	0.9906693399136336	12727.12900987045
4787	OrthoDB	0.6	0.0	0.2	12847	121	12968	0.9906693399136336	12727.12900987045
4788	OrthoDB	0.6	0.0	0.3	12847	121	12968	0.9906693399136336	12727.12900987045
4789	OrthoDB	0.6	0.0	0.4	12847	121	12968	0.9906693399136336	12727.12900987045
4790	OrthoDB	0.6	0.0	0.5	12847	121	12968	0.9906693399136336	12727.12900987045
4791	OrthoDB	0.6	0.0	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4792	OrthoDB	0.6	0.0	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4793	OrthoDB	0.6	0.0	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4794	OrthoDB	0.6	0.0	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4795	OrthoDB	0.6	0.1	0.1	12847	121	12968	0.9906693399136336	12727.12900987045
4796	OrthoDB	0.6	0.1	0.2	12847	121	12968	0.9906693399136336	12727.12900987045
4797	OrthoDB	0.6	0.1	0.3	12847	121	12968	0.9906693399136336	12727.12900987045
4798	OrthoDB	0.6	0.1	0.4	12847	121	12968	0.9906693399136336	12727.12900987045
4799	OrthoDB	0.6	0.1	0.5	12847	121	12968	0.9906693399136336	12727.12900987045
4800	OrthoDB	0.6	0.1	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4801	OrthoDB	0.6	0.1	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4802	OrthoDB	0.6	0.1	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4803	OrthoDB	0.6	0.1	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4804	OrthoDB	0.6	0.2	0.2	12847	121	12968	0.9906693399136336	12727.12900987045
4805	OrthoDB	0.6	0.2	0.3	12847	121	12968	0.9906693399136336	12727.12900987045
4806	OrthoDB	0.6	0.2	0.4	12847	121	12968	0.9906693399136336	12727.12900987045
4807	OrthoDB	0.6	0.2	0.5	12847	121	12968	0.9906693399136336	12727.12900987045
4808	OrthoDB	0.6	0.2	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4809	OrthoDB	0.6	0.2	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4810	OrthoDB	0.6	0.2	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4811	OrthoDB	0.6	0.2	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4812	OrthoDB	0.6	0.3	0.3	12847	121	12968	0.9906693399136336	12727.12900987045
4813	OrthoDB	0.6	0.3	0.4	12847	121	12968	0.9906693399136336	12727.12900987045
4814	OrthoDB	0.6	0.3	0.5	12847	121	12968	0.9906693399136336	12727.12900987045
4815	OrthoDB	0.6	0.3	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4816	OrthoDB	0.6	0.3	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4817	OrthoDB	0.6	0.3	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4818	OrthoDB	0.6	0.3	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4819	OrthoDB	0.6	0.4	0.4	12847	121	12968	0.9906693399136336	12727.12900987045
4820	OrthoDB	0.6	0.4	0.5	12847	121	12968	0.9906693399136336	12727.12900987045
4821	OrthoDB	0.6	0.4	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4822	OrthoDB	0.6	0.4	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4823	OrthoDB	0.6	0.4	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4824	OrthoDB	0.6	0.4	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4825	OrthoDB	0.6	0.5	0.5	12847	121	12968	0.9906693399136336	12727.12900987045
4826	OrthoDB	0.6	0.5	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4827	OrthoDB	0.6	0.5	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4828	OrthoDB	0.6	0.5	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4829	OrthoDB	0.6	0.5	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4830	OrthoDB	0.6	0.6	0.6	12847	121	12968	0.9906693399136336	12727.12900987045
4831	OrthoDB	0.6	0.6	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4832	OrthoDB	0.6	0.6	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4833	OrthoDB	0.6	0.6	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4834	OrthoDB	0.6	0.7	0.7	12847	121	12968	0.9906693399136336	12727.12900987045
4835	OrthoDB	0.6	0.7	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4836	OrthoDB	0.6	0.7	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4837	OrthoDB	0.6	0.8	0.8	12847	121	12968	0.9906693399136336	12727.12900987045
4838	OrthoDB	0.6	0.8	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4839	OrthoDB	0.6	0.9	0.9	12847	121	12968	0.9906693399136336	12727.12900987045
4840	PANTHER	0.6	0.0	0.0	9135	602	9737	0.9381739755571531	8570.219266714594
4841	PANTHER	0.6	0.0	0.1	9135	602	9737	0.9381739755571531	8570.219266714594
4842	PANTHER	0.6	0.0	0.2	9135	602	9737	0.9381739755571531	8570.219266714594
4843	PANTHER	0.6	0.0	0.3	9135	602	9737	0.9381739755571531	8570.219266714594
4844	PANTHER	0.6	0.0	0.4	9135	602	9737	0.9381739755571531	8570.219266714594
4845	PANTHER	0.6	0.0	0.5	9135	602	9737	0.9381739755571531	8570.219266714594
4846	PANTHER	0.6	0.0	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4847	PANTHER	0.6	0.0	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4848	PANTHER	0.6	0.0	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4849	PANTHER	0.6	0.0	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4850	PANTHER	0.6	0.1	0.1	9135	602	9737	0.9381739755571531	8570.219266714594
4851	PANTHER	0.6	0.1	0.2	9135	602	9737	0.9381739755571531	8570.219266714594
4852	PANTHER	0.6	0.1	0.3	9135	602	9737	0.9381739755571531	8570.219266714594
4853	PANTHER	0.6	0.1	0.4	9135	602	9737	0.9381739755571531	8570.219266714594
4854	PANTHER	0.6	0.1	0.5	9135	602	9737	0.9381739755571531	8570.219266714594
4855	PANTHER	0.6	0.1	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4856	PANTHER	0.6	0.1	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4857	PANTHER	0.6	0.1	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4858	PANTHER	0.6	0.1	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4859	PANTHER	0.6	0.2	0.2	9135	602	9737	0.9381739755571531	8570.219266714594
4860	PANTHER	0.6	0.2	0.3	9135	602	9737	0.9381739755571531	8570.219266714594
4861	PANTHER	0.6	0.2	0.4	9135	602	9737	0.9381739755571531	8570.219266714594
4862	PANTHER	0.6	0.2	0.5	9135	602	9737	0.9381739755571531	8570.219266714594
4863	PANTHER	0.6	0.2	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4864	PANTHER	0.6	0.2	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4865	PANTHER	0.6	0.2	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4866	PANTHER	0.6	0.2	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4867	PANTHER	0.6	0.3	0.3	9135	602	9737	0.9381739755571531	8570.219266714594
4868	PANTHER	0.6	0.3	0.4	9135	602	9737	0.9381739755571531	8570.219266714594
4869	PANTHER	0.6	0.3	0.5	9135	602	9737	0.9381739755571531	8570.219266714594
4870	PANTHER	0.6	0.3	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4871	PANTHER	0.6	0.3	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4872	PANTHER	0.6	0.3	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4873	PANTHER	0.6	0.3	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4874	PANTHER	0.6	0.4	0.4	9135	602	9737	0.9381739755571531	8570.219266714594
4875	PANTHER	0.6	0.4	0.5	9135	602	9737	0.9381739755571531	8570.219266714594
4876	PANTHER	0.6	0.4	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4877	PANTHER	0.6	0.4	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4878	PANTHER	0.6	0.4	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4879	PANTHER	0.6	0.4	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4880	PANTHER	0.6	0.5	0.5	9135	602	9737	0.9381739755571531	8570.219266714594
4881	PANTHER	0.6	0.5	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4882	PANTHER	0.6	0.5	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4883	PANTHER	0.6	0.5	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4884	PANTHER	0.6	0.5	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4885	PANTHER	0.6	0.6	0.6	9135	602	9737	0.9381739755571531	8570.219266714594
4886	PANTHER	0.6	0.6	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4887	PANTHER	0.6	0.6	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4888	PANTHER	0.6	0.6	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4889	PANTHER	0.6	0.7	0.7	9135	602	9737	0.9381739755571531	8570.219266714594
4890	PANTHER	0.6	0.7	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4891	PANTHER	0.6	0.7	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4892	PANTHER	0.6	0.8	0.8	9135	602	9737	0.9381739755571531	8570.219266714594
4893	PANTHER	0.6	0.8	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4894	PANTHER	0.6	0.9	0.9	9135	602	9737	0.9381739755571531	8570.219266714594
4895	InterPro	0.6	0.0	0.0	11287	742	12029	0.9383157369689916	10590.769723169009
4896	InterPro	0.6	0.0	0.1	11287	742	12029	0.9383157369689916	10590.769723169009
4897	InterPro	0.6	0.0	0.2	11287	742	12029	0.9383157369689916	10590.769723169009
4898	InterPro	0.6	0.0	0.3	11287	742	12029	0.9383157369689916	10590.769723169009
4899	InterPro	0.6	0.0	0.4	11287	742	12029	0.9383157369689916	10590.769723169009
4900	InterPro	0.6	0.0	0.5	11287	742	12029	0.9383157369689916	10590.769723169009
4901	InterPro	0.6	0.0	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4902	InterPro	0.6	0.0	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4903	InterPro	0.6	0.0	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4904	InterPro	0.6	0.0	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4905	InterPro	0.6	0.1	0.1	11287	742	12029	0.9383157369689916	10590.769723169009
4906	InterPro	0.6	0.1	0.2	11287	742	12029	0.9383157369689916	10590.769723169009
4907	InterPro	0.6	0.1	0.3	11287	742	12029	0.9383157369689916	10590.769723169009
4908	InterPro	0.6	0.1	0.4	11287	742	12029	0.9383157369689916	10590.769723169009
4909	InterPro	0.6	0.1	0.5	11287	742	12029	0.9383157369689916	10590.769723169009
4910	InterPro	0.6	0.1	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4911	InterPro	0.6	0.1	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4912	InterPro	0.6	0.1	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4913	InterPro	0.6	0.1	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4914	InterPro	0.6	0.2	0.2	11287	742	12029	0.9383157369689916	10590.769723169009
4915	InterPro	0.6	0.2	0.3	11287	742	12029	0.9383157369689916	10590.769723169009
4916	InterPro	0.6	0.2	0.4	11287	742	12029	0.9383157369689916	10590.769723169009
4917	InterPro	0.6	0.2	0.5	11287	742	12029	0.9383157369689916	10590.769723169009
4918	InterPro	0.6	0.2	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4919	InterPro	0.6	0.2	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4920	InterPro	0.6	0.2	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4921	InterPro	0.6	0.2	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4922	InterPro	0.6	0.3	0.3	11287	742	12029	0.9383157369689916	10590.769723169009
4923	InterPro	0.6	0.3	0.4	11287	742	12029	0.9383157369689916	10590.769723169009
4924	InterPro	0.6	0.3	0.5	11287	742	12029	0.9383157369689916	10590.769723169009
4925	InterPro	0.6	0.3	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4926	InterPro	0.6	0.3	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4927	InterPro	0.6	0.3	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4928	InterPro	0.6	0.3	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4929	InterPro	0.6	0.4	0.4	11287	742	12029	0.9383157369689916	10590.769723169009
4930	InterPro	0.6	0.4	0.5	11287	742	12029	0.9383157369689916	10590.769723169009
4931	InterPro	0.6	0.4	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4932	InterPro	0.6	0.4	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4933	InterPro	0.6	0.4	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4934	InterPro	0.6	0.4	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4935	InterPro	0.6	0.5	0.5	11287	742	12029	0.9383157369689916	10590.769723169009
4936	InterPro	0.6	0.5	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4937	InterPro	0.6	0.5	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4938	InterPro	0.6	0.5	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4939	InterPro	0.6	0.5	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4940	InterPro	0.6	0.6	0.6	11287	742	12029	0.9383157369689916	10590.769723169009
4941	InterPro	0.6	0.6	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4942	InterPro	0.6	0.6	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4943	InterPro	0.6	0.6	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4944	InterPro	0.6	0.7	0.7	11287	742	12029	0.9383157369689916	10590.769723169009
4945	InterPro	0.6	0.7	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4946	InterPro	0.6	0.7	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4947	InterPro	0.6	0.8	0.8	11287	742	12029	0.9383157369689916	10590.769723169009
4948	InterPro	0.6	0.8	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4949	InterPro	0.6	0.9	0.9	11287	742	12029	0.9383157369689916	10590.769723169009
4950	Pfam	0.6	0.0	0.0	10161	278	10439	0.9733690966567679	9890.403391129417
4951	Pfam	0.6	0.0	0.1	10161	278	10439	0.9733690966567679	9890.403391129417
4952	Pfam	0.6	0.0	0.2	10161	278	10439	0.9733690966567679	9890.403391129417
4953	Pfam	0.6	0.0	0.3	10161	278	10439	0.9733690966567679	9890.403391129417
4954	Pfam	0.6	0.0	0.4	10161	278	10439	0.9733690966567679	9890.403391129417
4955	Pfam	0.6	0.0	0.5	10161	278	10439	0.9733690966567679	9890.403391129417
4956	Pfam	0.6	0.0	0.6	10161	278	10439	0.9733690966567679	9890.403391129417
4957	Pfam	0.6	0.0	0.7	10161	278	10439	0.9733690966567679	9890.403391129417
4958	Pfam	0.6	0.0	0.8	10161	278	10439	0.9733690966567679	9890.403391129417
4959	Pfam	0.6	0.0	0.9	10161	278	10439	0.9733690966567679	9890.403391129417
4960	Pfam	0.6	0.1	0.1	10161	278	10439	0.9733690966567679	9890.403391129417
4961	Pfam	0.6	0.1	0.2	10161	278	10439	0.9733690966567679	9890.403391129417
4962	Pfam	0.6	0.1	0.3	10161	278	10439	0.9733690966567679	9890.403391129417
4963	Pfam	0.6	0.1	0.4	10161	278	10439	0.9733690966567679	9890.403391129417
4964	Pfam	0.6	0.1	0.5	10161	278	10439	0.9733690966567679	9890.403391129417
4965	Pfam	0.6	0.1	0.6	10161	278	10439	0.9733690966567679	9890.403391129417
4966	Pfam	0.6	0.1	0.7	10161	278	10439	0.9733690966567679	9890.403391129417
4967	Pfam	0.6	0.1	0.8	10161	278	10439	0.9733690966567679	9890.403391129417
4968	Pfam	0.6	0.1	0.9	10161	278	10439	0.9733690966567679	9890.403391129417
4969	Pfam	0.6	0.2	0.2	10161	278	10439	0.9733690966567679	9890.403391129417
4970	Pfam	0.6	0.2	0.3	10161	278	10439	0.9733690966567679	9890.403391129417
4971	Pfam	0.6	0.2	0.4	10161	278	10439	0.9733690966567679	9890.403391129417
4972	Pfam	0.6	0.2	0.5	10161	278	10439	0.9733690966567679	9890.403391129417
4973	Pfam	0.6	0.2	0.6	10161	278	10439	0.9733690966567679	9890.403391129417
4974	Pfam	0.6	0.2	0.7	10161	278	10439	0.9733690966567679	9890.403391129417
