cluster_representer_or_OG	OGsize	OGhypotetical_proteins	only_hypothetical_OG
TcG_07283	11	10.0	False
TcG_07660	17	6.0	False
TcG_07701	13	12.0	False
TcG_07712	13	6.0	False
TcG_07757	48	20.0	False
TcG_07844	26		False
TcG_07856	17		False
TcG_08308	15	14.0	False
TcG_08429	14	8.0	False
TcG_08460	28	19.0	False
TcG_08495	32	18.0	False
TcG_08579	20	18.0	False
TcG_08614	35	35.0	True
TcG_08726	11	1.0	False
TcG_08772	15	7.0	False
TcG_08888	51	3.0	False
TcG_08933	27	19.0	False
TcG_08937	20	16.0	False
TcG_08999	12		False
TcG_09001	11		False
TcG_09006	24	23.0	False
TcG_09022	10	1.0	False
TcG_09044	14	11.0	False
TcG_09058	12	8.0	False
TcG_09165	10	9.0	False
TcG_09199	28		False
TcG_09402	11	11.0	True
TcG_09443	29		False
TcG_09484	62	11.0	False
TcG_09658	16	14.0	False
TcG_09669	65		False
TcG_09856	16	3.0	False
TcG_09956	21	20.0	False
TcG_09988	18		False
TcG_10030	18	2.0	False
TcG_10184	83		False
TcG_10208	10	10.0	True
TcG_10275	44		False
TcG_10314	17		False
TcG_10320	28	5.0	False
TcG_10442	19		False
TcG_10499	181	3.0	False
TcG_10507	10	10.0	True
TcG_10598	22	7.0	False
TcG_10615	38	24.0	False
TcG_10644	10	10.0	True
TcG_10661	11	5.0	False
TcG_10676	169		False
TcG_10728	13	2.0	False
TcG_10895	16		False
TcG_10896	19	3.0	False
TcG_11005	13	12.0	False
TcG_11007	10	7.0	False
TcG_11018	10	9.0	False
TcG_11200	15	15.0	True
TcG_11388	39	23.0	False
TcG_11406	50	8.0	False
TcG_11413	52	32.0	False
TcG_11460	12	6.0	False
TcG_11571	12		False
TcG_11589	23	1.0	False
TcG_11598	40	40.0	True
TcG_11662	11	9.0	False
TcG_11717	22		False
TcG_11791	18	6.0	False
TcG_11808	16	16.0	True
TcG_11809	15	2.0	False
TcG_11864	16	1.0	False
TcG_11983	22		False
TcG_12195	10	8.0	False
TcG_12226	10	10.0	True
TcG_12269	11	8.0	False
TcG_12298	11	11.0	True
TcG_12315	79		False
TcG_12347	11	11.0	True
TcG_12359	15	3.0	False
TcG_12387	11		False
TcG_12421	25		False
TcG_12439	100	3.0	False
TcG_12492	11	11.0	True
TcG_12560	10		False
TcG_12594	20		False
TcG_12633	10	3.0	False
TcG_12635	14		False
TcG_12688	69	55.0	False
TcG_12849	20		False
TcG_12906	19	4.0	False
TcG_12907	19	1.0	False
TcG_12960	24		False
TcG_13110	12	3.0	False
TcG_13261	36	36.0	True
TcG_13298	24	19.0	False
TcG_13311	32		False
TcG_13332	35		False
TcG_13337	15	15.0	True
TcG_13343	36	35.0	False
TcG_13370	34		False
TcIL3000.11.10040	66	65.0	False
TcIL3000.11.10160	69	22.0	False
TcIL3000.11.1030	18		False
TcIL3000.11.1040	19	6.0	False
TcIL3000.11.10650	63	56.0	False
TcIL3000.11.10760	68	6.0	False
TcIL3000.11.11460	103	12.0	False
TcIL3000.11.11570	11	11.0	True
TcIL3000.11.11930	61	60.0	False
TcIL3000.11.12160	30	1.0	False
TcIL3000.11.12350	57	39.0	False
TcIL3000.11.12610	64	10.0	False
TcIL3000.11.1280	11	3.0	False
TcIL3000.11.12870	65	6.0	False
TcIL3000.11.13470	116	7.0	False
TcIL3000.11.13760	18	11.0	False
TcIL3000.11.15480	26	25.0	False
TcIL3000.11.15500	55	54.0	False
TcIL3000.11.15600	27	27.0	True
TcIL3000.11.15730	12	12.0	True
TcIL3000.11.16530	66	28.0	False
TcIL3000.11.16780	33	32.0	False
TcIL3000.11.2720	23	23.0	True
TcIL3000.11.320	23	7.0	False
TcIL3000.11.350	14	4.0	False
TcIL3000.11.3860	64	8.0	False
TcIL3000.11.4170	27		False
TcIL3000.11.4190	29	28.0	False
TcIL3000.11.5230	15	2.0	False
TcIL3000.11.5560	10	2.0	False
TcIL3000.11.6540	27	27.0	True
TcIL3000.11.680	25	15.0	False
TcIL3000.11.6950	63	25.0	False
TcIL3000.11.7340	31		False
TcIL3000.11.7650	28	2.0	False
TcIL3000.11.7680	13	4.0	False
TcIL3000.11.8120	26	25.0	False
TcIL3000.11.840	62	54.0	False
TcIL3000.11.8970	43	6.0	False
TcIL3000.11.9090	25	24.0	False
TcIL3000.11.9350	10		False
TcIL3000.11.9780	63	7.0	False
TcIL3000.11.990	63	8.0	False
TcIL3000.A.H_000005500	12	5.0	False
TcIL3000.A.H_000027700	25		False
TcIL3000.A.H_000034400	14	14.0	True
TcIL3000.A.H_000035400	12	2.0	False
TcIL3000.A.H_000036000	71	6.0	False
TcIL3000.A.H_000043000	48	2.0	False
TcIL3000.A.H_000043700	14	14.0	True
TcIL3000.A.H_000047500	30	2.0	False
TcIL3000.A.H_000054800	10		False
TcIL3000.A.H_000061100	26	25.0	False
TcIL3000.A.H_000108900	10	1.0	False
TcIL3000.A.H_000113200	18	18.0	True
TcIL3000.A.H_000125400	24		False
TcIL3000.A.H_000134600	10		False
TcIL3000.A.H_000151800	23		False
TcIL3000.A.H_000160300	54		False
TcIL3000.A.H_000161800	19	8.0	False
TcIL3000.A.H_000162800	153		False
TcIL3000.A.H_000165400	15	2.0	False
TcIL3000.A.H_000170200	14	13.0	False
TcIL3000.A.H_000176500	200	12.0	False
TcIL3000.A.H_000182900	11	3.0	False
TcIL3000.A.H_000188400	15	1.0	False
TcIL3000.A.H_000189200	11	2.0	False
TcIL3000.A.H_000209500	14	13.0	False
TcIL3000.A.H_000221600	13		False
TcIL3000.A.H_000226100	28	15.0	False
TcIL3000.A.H_000246700	82	1.0	False
TcIL3000.A.H_000254700	16		False
TcIL3000.A.H_000256400	278		False
TcIL3000.A.H_000257300	11	11.0	True
TcIL3000.A.H_000276000	64	53.0	False
TcIL3000.A.H_000277300	30	6.0	False
TcIL3000.A.H_000286800	63	25.0	False
TcIL3000.A.H_000290400	17	17.0	True
TcIL3000.A.H_000291900	26	15.0	False
TcIL3000.A.H_000293400	25	15.0	False
TcIL3000.A.H_000299700	67	7.0	False
TcIL3000.A.H_000310500	29	28.0	False
TcIL3000.A.H_000312000	63	61.0	False
TcIL3000.A.H_000312400	21	16.0	False
TcIL3000.A.H_000318700	59	6.0	False
TcIL3000.A.H_000319800	66	37.0	False
TcIL3000.A.H_000328500	24		False
TcIL3000.A.H_000335300	60	8.0	False
TcIL3000.A.H_000341100	30	17.0	False
TcIL3000.A.H_000345400	63	26.0	False
TcIL3000.A.H_000348100	30	29.0	False
TcIL3000.A.H_000349100	26	26.0	True
TcIL3000.A.H_000354100	50	50.0	True
TcIL3000.A.H_000360200	46	10.0	False
TcIL3000.A.H_000364800	69	6.0	False
TcIL3000.A.H_000365300	61	21.0	False
TcIL3000.A.H_000367200	32	2.0	False
TcIL3000.A.H_000370800	30	2.0	False
TcIL3000.A.H_000372400	25	24.0	False
TcIL3000.A.H_000373500	32		False
TcIL3000.A.H_000376100	10	10.0	True
TcIL3000.A.H_000378800	30		False
TcIL3000.A.H_000379500	10	5.0	False
TcIL3000.A.H_000381900	31	30.0	False
TcIL3000.A.H_000388000	32		False
TcIL3000.A.H_000388700	65	19.0	False
TcIL3000.A.H_000394200	28	28.0	True
TcIL3000.A.H_000394900	61	61.0	True
TcIL3000.A.H_000395500	65	27.0	False
TcIL3000.A.H_000402800	47	19.0	False
TcIL3000.A.H_000408300	29	28.0	False
TcIL3000.A.H_000414800	32	15.0	False
TcIL3000.A.H_000416600	32	5.0	False
TcIL3000.A.H_000421800	67	59.0	False
TcIL3000.A.H_000423900	63	26.0	False
TcIL3000.A.H_000426600	27	25.0	False
TcIL3000.A.H_000428600	66	7.0	False
TcIL3000.A.H_000433700	66	30.0	False
TcIL3000.A.H_000447400	14	14.0	True
TcIL3000.A.H_000449200	25	2.0	False
TcIL3000.A.H_000450200	62	26.0	False
TcIL3000.A.H_000456400	63	6.0	False
TcIL3000.A.H_000456900	64	21.0	False
TcIL3000.A.H_000457500	58	57.0	False
TcIL3000.A.H_000469300	24	24.0	True
TcIL3000.A.H_000470400	12	4.0	False
TcIL3000.A.H_000475500	15	10.0	False
TcIL3000.A.H_000478700	63	6.0	False
TcIL3000.A.H_000479000	68	7.0	False
TcIL3000.A.H_000479100	27	7.0	False
TcIL3000.A.H_000479500	60	23.0	False
TcIL3000.A.H_000480000	25	25.0	True
TcIL3000.A.H_000487400	12	1.0	False
TcIL3000.A.H_000488400	11	9.0	False
TcIL3000.A.H_000497000	34	30.0	False
TcIL3000.A.H_000502500	67	7.0	False
TcIL3000.A.H_000507800	65	6.0	False
TcIL3000.A.H_000513800	67	15.0	False
TcIL3000.A.H_000516000	23	19.0	False
TcIL3000.A.H_000520700	65	17.0	False
TcIL3000.A.H_000521200	24		False
TcIL3000.A.H_000525600	47	44.0	False
TcIL3000.A.H_000528200	11	4.0	False
TcIL3000.A.H_000529900	10	4.0	False
TcIL3000.A.H_000531300	61	5.0	False
TcIL3000.A.H_000533700	28	27.0	False
TcIL3000.A.H_000538000	28	8.0	False
TcIL3000.A.H_000543400	96	7.0	False
TcIL3000.A.H_000548000	14	7.0	False
TcIL3000.A.H_000553800	27	21.0	False
TcIL3000.A.H_000555000	64	59.0	False
TcIL3000.A.H_000557200	26	1.0	False
TcIL3000.A.H_000558000	11	11.0	True
TcIL3000.A.H_000568500	42	9.0	False
TcIL3000.A.H_000578400	15		False
TcIL3000.A.H_000581700	15	5.0	False
TcIL3000.A.H_000585900	67	26.0	False
TcIL3000.A.H_000589200	25	25.0	True
TcIL3000.A.H_000591300	10	3.0	False
TcIL3000.A.H_000591600	65	37.0	False
TcIL3000.A.H_000593500	29	13.0	False
TcIL3000.A.H_000597100	69	10.0	False
TcIL3000.A.H_000597200	15	14.0	False
TcIL3000.A.H_000600700	99	13.0	False
TcIL3000.A.H_000600800	26	20.0	False
TcIL3000.A.H_000601000	68	19.0	False
TcIL3000.A.H_000601400	23	12.0	False
TcIL3000.A.H_000602600	21	20.0	False
TcIL3000.A.H_000605300	26	3.0	False
TcIL3000.A.H_000606200	26	25.0	False
TcIL3000.A.H_000608400	32	27.0	False
TcIL3000.A.H_000609200	66	66.0	True
TcIL3000.A.H_000611200	27	3.0	False
TcIL3000.A.H_000619500	67	10.0	False
TcIL3000.A.H_000619800	33	30.0	False
TcIL3000.A.H_000621700	65	64.0	False
TcIL3000.A.H_000629100	65	9.0	False
TcIL3000.A.H_000632600	31	30.0	False
TcIL3000.A.H_000634600	85	8.0	False
TcIL3000.A.H_000644800	61	58.0	False
TcIL3000.A.H_000647700	44	13.0	False
TcIL3000.A.H_000648200	15	14.0	False
TcIL3000.A.H_000649600	25	24.0	False
TcIL3000.A.H_000649900	27	23.0	False
TcIL3000.A.H_000650900	25	25.0	True
TcIL3000.A.H_000659200	30	9.0	False
TcIL3000.A.H_000673100	62	11.0	False
TcIL3000.A.H_000683700	54	6.0	False
TcIL3000.A.H_000683800	92	3.0	False
TcIL3000.A.H_000684200	63	25.0	False
TcIL3000.A.H_000685100	23	10.0	False
TcIL3000.A.H_000687500	248	22.0	False
TcIL3000.A.H_000687900	61	24.0	False
TcIL3000.A.H_000688500	58	56.0	False
TcIL3000.A.H_000689800	55	43.0	False
TcIL3000.A.H_000692200	66	22.0	False
TcIL3000.A.H_000697600	53	6.0	False
TcIL3000.A.H_000698800	30	29.0	False
TcIL3000.A.H_000699200	63	24.0	False
TcIL3000.A.H_000703300	13	10.0	False
TcIL3000.A.H_000706000	25	13.0	False
TcIL3000.A.H_000706800	10	10.0	True
TcIL3000.A.H_000707600	35	15.0	False
TcIL3000.A.H_000711700	65		False
TcIL3000.A.H_000713300	29		False
TcIL3000.A.H_000714600	64	6.0	False
TcIL3000.A.H_000716400	10	10.0	True
TcIL3000.A.H_000721300	31	30.0	False
TcIL3000.A.H_000727800	29	29.0	True
TcIL3000.A.H_000734400	63	49.0	False
TcIL3000.A.H_000739400	26	26.0	True
TcIL3000.A.H_000740100	25	2.0	False
TcIL3000.A.H_000741100	37	36.0	False
TcIL3000.A.H_000751400	26	18.0	False
TcIL3000.A.H_000753800	27		False
TcIL3000.A.H_000765600	22	22.0	True
TcIL3000.A.H_000773400	62	53.0	False
TcIL3000.A.H_000778100	10	4.0	False
TcIL3000.A.H_000782500	14	14.0	True
TcIL3000.A.H_000789700	13	13.0	True
TcIL3000.A.H_000792900	67	7.0	False
TcIL3000.A.H_000793700	135	21.0	False
TcIL3000.A.H_000795400	27	21.0	False
TcIL3000.A.H_000798700	13	13.0	True
TcIL3000.A.H_000800100	67	66.0	False
TcIL3000.A.H_000801100	68	27.0	False
TcIL3000.A.H_000803600	24	20.0	False
TcIL3000.A.H_000804700	64	6.0	False
TcIL3000.A.H_000804800	20	13.0	False
TcIL3000.A.H_000805200	26	25.0	False
TcIL3000.A.H_000806500	60	57.0	False
TcIL3000.A.H_000810200	10	2.0	False
TcIL3000.A.H_000821500	10	2.0	False
TcIL3000.A.H_000824000	11	11.0	True
TcIL3000.A.H_000832600	27	6.0	False
TcIL3000.A.H_000833500	66	30.0	False
TcIL3000.A.H_000838400	11	11.0	True
TcIL3000.A.H_000842800	66	21.0	False
TcIL3000.A.H_000844200	70	22.0	False
TcIL3000.A.H_000846100	28	28.0	True
TcIL3000.A.H_000853200	64	6.0	False
TcIL3000.A.H_000853700	115	104.0	False
TcIL3000.A.H_000854100	28		False
TcIL3000.A.H_000857200	27	25.0	False
TcIL3000.A.H_000858200	23	22.0	False
TcIL3000.A.H_000867500	15	4.0	False
TcIL3000.A.H_000868000	21	10.0	False
TcIL3000.A.H_000870500	59	7.0	False
TcIL3000.A.H_000870800	23	4.0	False
TcIL3000.A.H_000871200	58	40.0	False
TcIL3000.A.H_000875600	57	22.0	False
TcIL3000.A.H_000876500	10		False
TcIL3000.A.H_000879700	188	179.0	False
TcIL3000.A.H_000882000	26	1.0	False
TcIL3000.A.H_000882800	23	20.0	False
TcIL3000.A.H_000884000	60	7.0	False
TcIL3000.A.H_000885300	33	25.0	False
TcIL3000.A.H_000889500	24	23.0	False
TcIL3000.A.H_000895400	28	27.0	False
TcIL3000.A.H_000896200	64	64.0	True
TcIL3000.A.H_000896700	26	25.0	False
TcIL3000.A.H_000900600	26	11.0	False
TcIL3000.A.H_000903500	27	24.0	False
TcIL3000.A.H_000905100	63	10.0	False
TcIL3000.A.H_000909100	54	19.0	False
TcIL3000.A.H_000909900	142	14.0	False
TcIL3000.A.H_000915000	29	16.0	False
TcIL3000.A.H_000916200	131	26.0	False
TcIL3000.A.H_000925100	29	21.0	False
TcIL3000.A.H_000926000	30		False
TcIL3000.A.H_000930100	10	10.0	True
TcIL3000.A.H_000930800	65	39.0	False
TcIL3000.A.H_000932400	58	10.0	False
TcIL3000.A.H_000937400	17	15.0	False
TcIL3000.A.H_000938300	13	13.0	True
TcIL3000.A.H_000938700	24	22.0	False
TcIL3000.A.H_000938800	20	20.0	True
TcIL3000.A.H_000944400	22	22.0	True
TcIL3000.A.H_000947300	62	19.0	False
TcIL3000.A.H_000949500	10	10.0	True
TcIL3000.A.H_000950200	27	27.0	True
TcIL3000.A.H_000951500	16		False
TcIL3000.A.H_000951900	10	10.0	True
TcIL3000.A.H_000955100	10	10.0	True
TcIL3000.A.H_000958700	62	58.0	False
TcIL3000.A.H_000966600	25	25.0	True
TcIL3000.A.H_000966700	23	20.0	False
TcIL3000.A.H_000973500	26	25.0	False
TcIL3000.A.H_000977300	13	5.0	False
TcIL3000.A.H_000988700	10	3.0	False
TcIL3000.A.H_000989600	10	10.0	True
TcIL3000.A.H_000998600	24	23.0	False
TcIL3000.A.H_000998900	25	25.0	True
TcIL3000.A.H_001003700	63	63.0	True
TcIL3000.A.H_001005000	65	58.0	False
TcIL3000.A.H_001007800	65	53.0	False
TcIL3000.A.H_001009800	61	6.0	False
TcIL3000.A.H_001013000	30	13.0	False
TcIL3000.A.H_001014800	27	27.0	True
TcIL3000.A.H_001015200	25	4.0	False
TcIL3000.A.H_001016900	19	19.0	True
TcIL3000.A.H_001017900	16	11.0	False
TcIL3000.A.H_001022300	61	57.0	False
TcIL3000.A.H_001025300	113	12.0	False
TcIL3000.A.H_001027400	64	48.0	False
TcIL3000.A.H_001028800	57	25.0	False
TcIL3000_0_00300	62	59.0	False
TcIL3000_0_00340	24	18.0	False
TcIL3000_0_00680	13	13.0	True
TcIL3000_0_00880	61	17.0	False
TcIL3000_0_01600	67	7.0	False
TcIL3000_0_02000	13	13.0	True
TcIL3000_0_03370	75	74.0	False
TcIL3000_0_03840	66	64.0	False
TcIL3000_0_03960	15	15.0	True
TcIL3000_0_04120	68	2.0	False
TcIL3000_0_05290	22	10.0	False
TcIL3000_0_05300	62	61.0	False
TcIL3000_0_05330	25	23.0	False
TcIL3000_0_06940	12	2.0	False
TcIL3000_0_07290	21	7.0	False
TcIL3000_0_07360	10		False
TcIL3000_0_08160	20	1.0	False
TcIL3000_0_09190	10	10.0	True
TcIL3000_0_10420	28	7.0	False
TcIL3000_0_10430	10	10.0	True
TcIL3000_0_10830	13	5.0	False
TcIL3000_0_11970	18	18.0	True
TcIL3000_0_12020	19		False
TcIL3000_0_12520	13	13.0	True
TcIL3000_0_12690	15	9.0	False
TcIL3000_0_14420	25	22.0	False
TcIL3000_0_14500	39	39.0	True
TcIL3000_0_14540	12	12.0	True
TcIL3000_0_15530	86	26.0	False
TcIL3000_0_15850	67	11.0	False
TcIL3000_0_16520	30		False
TcIL3000_0_18830	28	25.0	False
TcIL3000_0_18870	29	28.0	False
TcIL3000_0_18910	15	2.0	False
TcIL3000_0_18930	22	21.0	False
TcIL3000_0_19730	14	14.0	True
TcIL3000_0_20070	25	25.0	True
TcIL3000_0_21010	27	11.0	False
TcIL3000_0_21740	12	3.0	False
TcIL3000_0_21950	23	22.0	False
TcIL3000_0_22080	30		False
TcIL3000_0_23200	12	2.0	False
TcIL3000_0_23500	15	15.0	True
TcIL3000_0_25030	25	19.0	False
TcIL3000_0_25110	12	12.0	True
TcIL3000_0_26070	24	24.0	True
TcIL3000_0_26230	218	21.0	False
TcIL3000_0_27410	44	5.0	False
TcIL3000_0_27520	10	8.0	False
TcIL3000_0_27930	13	13.0	True
TcIL3000_0_29110	28	28.0	True
TcIL3000_0_29430	11	10.0	False
TcIL3000_0_29590	25	11.0	False
TcIL3000_0_30160	12		False
TcIL3000_0_31400	26	12.0	False
TcIL3000_0_31570	84		False
TcIL3000_0_32350	31		False
TcIL3000_0_34340	11		False
TcIL3000_0_36360	14	4.0	False
TcIL3000_0_37320	10	10.0	True
TcIL3000_0_38710	23		False
TcIL3000_0_39210	27	27.0	True
TcIL3000_0_39590	77		False
TcIL3000_0_39980	14		False
TcIL3000_0_40510	90	7.0	False
TcIL3000_0_41060	108	12.0	False
TcIL3000_0_42300	65	14.0	False
TcIL3000_0_42480	57	36.0	False
TcIL3000_0_42490	11	3.0	False
TcIL3000_0_42610	141	22.0	False
TcIL3000_0_43010	71	25.0	False
TcIL3000_0_44200	66	8.0	False
TcIL3000_0_44230	123		False
TcIL3000_0_44650	30	29.0	False
TcIL3000_0_44810	15		False
TcIL3000_0_45040	262	139.0	False
TcIL3000_0_45520	46		False
TcIL3000_0_45630	10	6.0	False
TcIL3000_0_46110	19	19.0	True
TcIL3000_0_46550	26	18.0	False
TcIL3000_0_47420	10	6.0	False
TcIL3000_0_47490	23	23.0	True
TcIL3000_0_47620	25		False
TcIL3000_0_49910	20	18.0	False
TcIL3000_0_50480	11	10.0	False
TcIL3000_0_50830	13	4.0	False
TcIL3000_0_51420	13	3.0	False
TcIL3000_0_51800	25	10.0	False
TcIL3000_0_51850	77	16.0	False
TcIL3000_0_52360	29	29.0	True
TcIL3000_0_52500	25	25.0	True
TcIL3000_0_52540	37	4.0	False
TcIL3000_0_52880	46	46.0	True
TcIL3000_0_54220	10	10.0	True
TcIL3000_0_54370	63	23.0	False
TcIL3000_0_54600	71	59.0	False
TcIL3000_0_54640	25		False
TcIL3000_0_54930	20	5.0	False
TcIL3000_0_55400	20	20.0	True
TcIL3000_0_55410	10		False
TcIL3000_0_55620	48	48.0	True
TcIL3000_0_56720	49	47.0	False
TcIL3000_0_57040	112		False
TcIL3000_0_57710	11		False
TcIL3000_0_58220	21	17.0	False
TcIL3000_0_58900	65	6.0	False
TcIL3000_0_59280	73	30.0	False
TcIL3000_0_59310	24	24.0	True
TcIL3000_0_59620	14	1.0	False
TcIL3000_10_10330	25	25.0	True
TcIL3000_10_10370	27	27.0	True
TcIL3000_10_10900	65	6.0	False
TcIL3000_10_11010	26	25.0	False
TcIL3000_10_12170	62	7.0	False
TcIL3000_10_12210	21	21.0	True
TcIL3000_10_12230	62	42.0	False
TcIL3000_10_12820	59	25.0	False
TcIL3000_10_12930	70	6.0	False
TcIL3000_10_13020	25	24.0	False
TcIL3000_10_13560	45	43.0	False
TcIL3000_10_13830	66	63.0	False
TcIL3000_10_1890	23	21.0	False
TcIL3000_10_190	62	61.0	False
TcIL3000_10_1960	64	6.0	False
TcIL3000_10_2150	65	29.0	False
TcIL3000_10_2420	27	26.0	False
TcIL3000_10_2770	31	14.0	False
TcIL3000_10_2790	80	19.0	False
TcIL3000_10_3080	62	62.0	True
TcIL3000_10_3390	65	24.0	False
TcIL3000_10_360	25	24.0	False
TcIL3000_10_370	43	25.0	False
TcIL3000_10_3750	65	65.0	True
TcIL3000_10_4110	55	54.0	False
TcIL3000_10_4260	12	7.0	False
TcIL3000_10_4320	10	3.0	False
TcIL3000_10_4900	10	8.0	False
TcIL3000_10_5070	63	17.0	False
TcIL3000_10_550	30	10.0	False
TcIL3000_10_5530	17	16.0	False
TcIL3000_10_5540	24	23.0	False
TcIL3000_10_5610	31		False
TcIL3000_10_6370	24	15.0	False
TcIL3000_10_6400	64	6.0	False
TcIL3000_10_6440	53	51.0	False
TcIL3000_10_6540	25	9.0	False
TcIL3000_10_6710	10	9.0	False
TcIL3000_10_6730	25	24.0	False
TcIL3000_10_7220	24	24.0	True
TcIL3000_10_7460	23	23.0	True
TcIL3000_10_7590	63	26.0	False
TcIL3000_10_7630	29	27.0	False
TcIL3000_10_7790	54	29.0	False
TcIL3000_10_8040	64	27.0	False
TcIL3000_10_8990	62	27.0	False
TcIL3000_10_9410	64	63.0	False
TcIL3000_10_9640	67	67.0	True
TcIL3000_10_9940	29	24.0	False
TcIL3000_10_9980	27		False
TcIL3000_1_110	28	27.0	False
TcIL3000_1_1720	30	10.0	False
TcIL3000_1_1860	37	11.0	False
TcIL3000_1_300	11	5.0	False
TcIL3000_2_1140	26	10.0	False
TcIL3000_2_160	49	23.0	False
TcIL3000_2_180	62	18.0	False
TcIL3000_2_330	86	11.0	False
TcIL3000_2_420	64	5.0	False
TcIL3000_3_1060	24	24.0	True
TcIL3000_3_1250	60	6.0	False
TcIL3000_3_1360	26	26.0	True
TcIL3000_3_1450	57	56.0	False
TcIL3000_3_2190	63	6.0	False
TcIL3000_3_2380	25	25.0	True
TcIL3000_3_2420	62	7.0	False
TcIL3000_3_2660	57	6.0	False
TcIL3000_3_2870	78	6.0	False
TcIL3000_3_2980	24	24.0	True
TcIL3000_3_3110	23	22.0	False
TcIL3000_3_320	28	12.0	False
TcIL3000_3_3360	63	60.0	False
TcIL3000_3_500	29	28.0	False
TcIL3000_3_680	64	21.0	False
TcIL3000_4_1230	120	117.0	False
TcIL3000_4_1280	51	45.0	False
TcIL3000_4_1710	65	21.0	False
TcIL3000_4_1850	28	27.0	False
TcIL3000_4_1900	99	14.0	False
TcIL3000_4_1950	60	21.0	False
TcIL3000_4_2450	25	24.0	False
TcIL3000_4_2510	29	29.0	True
TcIL3000_4_3230	21	21.0	True
TcIL3000_4_3240	11	2.0	False
TcIL3000_4_360	55	54.0	False
TcIL3000_4_80	65	6.0	False
TcIL3000_4_970	59	18.0	False
TcIL3000_5_150	10	10.0	True
TcIL3000_5_1560	10		False
TcIL3000_5_2720	25	21.0	False
TcIL3000_5_3390	65	64.0	False
TcIL3000_5_3540	25		False
TcIL3000_5_3570	23		False
TcIL3000_5_380	28	4.0	False
TcIL3000_5_3910	64	19.0	False
TcIL3000_5_400	58	56.0	False
TcIL3000_5_4370	28	25.0	False
TcIL3000_5_4880	29		False
TcIL3000_5_4990	62	10.0	False
TcIL3000_5_50	16	4.0	False
TcIL3000_5_5020	26	26.0	True
TcIL3000_5_5070	69	6.0	False
TcIL3000_5_790	20	19.0	False
TcIL3000_6_1310	46	46.0	True
TcIL3000_6_2110	28	17.0	False
TcIL3000_6_250	60	6.0	False
TcIL3000_6_2580	28	28.0	True
TcIL3000_6_3460	13	8.0	False
TcIL3000_6_3840	63	6.0	False
TcIL3000_6_4020	58	53.0	False
TcIL3000_6_4160	64	7.0	False
TcIL3000_6_460	29	12.0	False
TcIL3000_7_1030	31	10.0	False
TcIL3000_7_1210	64	63.0	False
TcIL3000_7_2220	28	17.0	False
TcIL3000_7_2460	53	47.0	False
TcIL3000_7_2770	27	27.0	True
TcIL3000_7_2950	43	43.0	True
TcIL3000_7_3000	29	13.0	False
TcIL3000_7_3040	63	6.0	False
TcIL3000_7_310	26	25.0	False
TcIL3000_7_390	28	27.0	False
TcIL3000_7_4130	51	6.0	False
TcIL3000_7_480	31	4.0	False
TcIL3000_7_5020	12	7.0	False
TcIL3000_7_5220	61	6.0	False
TcIL3000_7_5350	64	18.0	False
TcIL3000_7_5470	22		False
TcIL3000_8_10	59	29.0	False
TcIL3000_8_1430	10	9.0	False
TcIL3000_8_1620	64	6.0	False
TcIL3000_8_2260	23	9.0	False
TcIL3000_8_2740	21	20.0	False
TcIL3000_8_3190	34	34.0	True
TcIL3000_8_3410	27		False
TcIL3000_8_4050	67	66.0	False
TcIL3000_8_4420	68	21.0	False
TcIL3000_8_4610	10	3.0	False
TcIL3000_8_4700	65	57.0	False
TcIL3000_8_4980	25	24.0	False
TcIL3000_8_5040	29	7.0	False
TcIL3000_8_5110	29	28.0	False
TcIL3000_8_5300	59	23.0	False
TcIL3000_8_6230	28	27.0	False
TcIL3000_8_6380	31		False
TcIL3000_8_6530	66	20.0	False
TcIL3000_8_7040	10	5.0	False
TcIL3000_8_7150	66	33.0	False
TcIL3000_8_8040	49	43.0	False
TcIL3000_9_1640	24	9.0	False
TcIL3000_9_1830	24	23.0	False
TcIL3000_9_2040	64	6.0	False
TcIL3000_9_2150	64		False
TcIL3000_9_2180	44	37.0	False
TcIL3000_9_2210	63	18.0	False
TcIL3000_9_2270	13	12.0	False
TcIL3000_9_2870	26	7.0	False
TcIL3000_9_2890	29	13.0	False
TcIL3000_9_3290	61	59.0	False
TcIL3000_9_3440	28		False
TcIL3000_9_3630	62	6.0	False
TcIL3000_9_3920	61	20.0	False
TcIL3000_9_3930	25	16.0	False
TcIL3000_9_4110	25	10.0	False
TcIL3000_9_420	69	68.0	False
TcIL3000_9_4810	26	12.0	False
TcIL3000_9_4840	99	10.0	False
TcIL3000_9_4900	11	11.0	True
TcIL3000_9_5080	68	7.0	False
TcIL3000_9_5110	29	15.0	False
TcIL3000_9_5330	27		False
TcIL3000_9_5500	28	15.0	False
TcIL3000_9_5590	13		False
TcIL3000_9_5700	64	44.0	False
TcIL3000_9_6010	27	27.0	True
TcIL3000_9_6240	36	36.0	True
TcIL3000_9_6450	27	26.0	False
TcIL3000_9_660	22	15.0	False
TcIL3000_9_820	26	23.0	False
TcIL3000_9_990	26		False
TcSYL_0002130	11	11.0	True
TcSYL_0004840	170	2.0	False
TcSYL_0006270	58		False
TcSYL_0006410	30	30.0	True
TcSYL_0006660	28		False
TcSYL_0006680	18	18.0	True
TcSYL_0008170	116	5.0	False
TcSYL_0008180	10		False
TcSYL_0012440	10	6.0	False
TcSYL_0014460	35	29.0	False
TcSYL_0014780	67	29.0	False
TcSYL_0014930	64	6.0	False
