Ortholog_Group	Gene ID	uniprot	pLDDT_mean
DQ04_15891010	TcCLB.510827.10	Q4CVN6	48.0
TcSYL_0163330	Tb927.7.7090	Q57XS9	48.0
TcCLB.511507.24	TM35_000073040	A0A1X0P391	48.0
TvY486_1115160	TcCLB.511725.130	Q4DWH9	48.0
LmjF.20.1380	LmjF.20.1380	Q4QCQ6	48.0
TM35_000054700	TM35_000054700	A0A1X0P4K7	48.0
Tb1125.7.4040	TcCLB.508675.50	Q4D064	48.0
TcCL_Unassigned02482	TCDM_11195	V5B5G5	48.0
JKF63_00560	LINF_290017100	A4I4G9	48.0
CFAC1_230045100	LINF_270013000	E9AHE0	48.0
TcCLB.508175.60	TcCLB.506825.160	Q4DZE7	48.0
LENLEM3045_160005900	LINF_160005700	A4HWQ6	48.0
LpyrH10_04_0500	LINF_190009700	A4HY70	48.0
ECC02_004462	TcCLB.508501.80	Q4DUV2	48.0
LBRM2903_200017200	Lsey_0130_0010	A0A0N1IK70	48.0
LSM04_004022	TM35_000011100	A0A1X0P9C5	48.0
TRSC58_06297	TcCLB.510533.170	Q4DWZ8	48.0
TRSC58_01288	TcCLB.504425.80	Q4DFN8	48.0
DQ04_00161110	Tb927.10.13260	Q388S1	48.0
TcCLB.509429.280	TcCLB.507603.220	Q4DW07	48.0
LMJFC_310035000	LtaPh_3125500	A0A640KUK4	48.0
TcCL_NonESM10434	TCDM_09193	V5B657	48.0
TcIL3000_0_18830	Tb927.9.7820	Q38EH3	48.0
Tb427_110162000	Tb927.11.14410	Q381Z6	48.0
LAMA_000461800	LpyrH10_11_0890	A0A0M9FZ71	48.0
DQ04_00521170	TRSC58_04563	A0A061IYI0	48.0
Tc_MARK_6045	TcCLB.506475.30	Q4DS48	48.0
LSCM1_04643	LINF_210011500	A4HZ58	48.0
Tc_MARK_8259	TcCLB.511245.200	Q4DUK0	48.0
Lsey_0209_0010	BSAL_66185	B6DTA8	48.0
GH5_00873	LPMP_340940	A0A088S0F3	48.0
LSCM1_05601	LpyrH10_21_1350	A0A0N1J4F7	48.0
DQ04_01971070	TM35_000351730	A0A1X0NMQ6	48.0
CFAC1_240031800	LpyrH10_01_2330	A0A0N0E017	48.0
TM35_000024680	TM35_000024680	A0A1X0P890	48.0
DQ04_01991070	TcCLB.504021.10	Q4DMM0	48.0
DQ04_03731000	TcCLB.510421.110	Q4DXR9	48.0
LpyrH10_02_4900	Tb927.11.11920	Q382Y9	48.0
LSCM4_00902	LDHU3_34.2220	A0A6J8FQ22	48.0
TM35_000013170	TcCLB.508153.300	Q4E660	48.0
BSAL_30170	TvY486_0603960	G0TXB5	48.0
CFAC1_190021700	LINF_320017500	A4I7T5	48.0
LTULEM423_150006500	LdCL_150006400	A0A504Y185	48.0
Lsey_0099_0150	LINF_110014800	A4HV00	48.0
DQ04_05811000	Tb927.9.12400	Q38DG5	48.0
DQ04_06511050	TM35_000371040	A0A1X0NKN1	48.0
ECC02_001805	Tb927.3.2730	Q582Y5	48.0
ADEAN_000998900	TcCLB.508263.5	Q4CUJ0	48.0
LSM04_008704	TcCLB.510243.54	Q4D817	48.0
Lsey_0020_0210	LINF_320007700	A4I7J0	48.0
DQ04_00611130	TEOVI_000458300	A0A1G4IKW2	48.0
LSM04_001458	TM35_000301220	A0A1X0NMY1	48.0
TRSC58_03066	TcCLB.511277.50	Q4E5J0	48.0
LpyrH10_17_1030	LpyrH10_17_1030	A0A0M9FWB4	48.0
Tc_MARK_6209	TcCLB.507951.130	Q4DUS6	48.0
TcCLB.511717.160	TcCL_ESM01834	A0A2V2WW61	48.0
JIQ42_04703	LpyrH10_11_0430	A0A0N1J4Q6	48.0
Baya_011_0320	ECC02_004896	A0A2V2V8M3	48.0
DQ04_13751010	TCDM_04089	V5BHG8	48.0
EMOLV88_100010100	LINF_100016400	A4HUK6	48.0
JKF63_03839	LpyrH10_12_1870	A0A0M9FYY0	48.0
LBRM2903_250016900	LMJSD75_250015400	Q4QA02	48.0
Lsey_0060_0040	LINF_330032800	A0A6L0XPL8	48.0
TCSYLVIO_002003	TCDM_10807	V5B234	48.0
LSCM4_02198	LPMP_302720	A0A088RYV9	48.0
EMOLV88_360027900	LmxM.36.2270	E9AT04	48.0
Lsey_0035_0090	LpyrH10_02_0950	A0A0N0DYV1	48.0
LpyrH10_03_4210	LINF_270030000	A4I323	48.0
TcSYL_0134840	ECC02_011990	A0A7J6XN93	48.0
LAEL147_000163900	LmxM.12.0170	E9ANU4	48.0
BSAL_53885	TcIL3000_9_30	G0UT96	48.0
LMARLEM2494_040013400	LdCL_040014000	A0A504XRA5	48.0
LSM04_007884	TCSYLVIO_000185	A0A2V2VLW3	48.0
LAMA_000315600	LdCL_360015300	A0A504XL00	48.0
Baya_104_0040	LpyrH10_19_1280	A0A0M9FV68	48.0
JKF63_07488	LpyrH10_23_0910	A0A0N0VDN0	48.0
TRSC58_03532	TvY486_1011730	G0U3X0	47.0
LSCM4_00900	LpyrH10_05_1820	A0A0M9G4E3	47.0
LmjF.35.0910	LINF_350013800	A4IAY8	47.0
LBRM2903_100017800	LINF_100015000	A4HUJ5	47.0
C3747_19g187	TRSC58_01263	A0A061JA79	47.0
TM35_000034690	TcCLB.503939.70	Q4DLK6	47.0
TcCL_ESM09152	TCDM_10901	V5B674	47.0
LpyrH10_01_7350	LpyrH10_01_7350	A0A0N0VI29	47.0
LGELEM452_290005400	LINF_290005400	A4I442	47.0
LSCM1_02533	LpyrH10_19_1430	A0A0M9FV78	47.0
CFAC1_060012100	Lsey_0202_0040	A0A0N1I4E7	47.0
LpyrH10_10_2170	LBRM2903_250025900	A4HEH3	47.0
TcCLB.507023.20	TcCLB.507023.20	Q4DZ84	47.0
LAMA_000445000	LdCL_230016800	A0A3S7WXT0	47.0
CUR178_07671	Lsey_0296_0040	A0A0N1HUN9	47.0
LpyrH10_13_1120	LbrM.18.1770	A4H9S5	47.0
Lsey_0256_0020	LINF_010012600	A4HRJ8	47.0
LPAL13_150012100	LpyrH10_26_0990	A0A0M9FSF3	47.0
Lsey_0176_0060	LINF_060014000	A4HSX5	47.0
TcIL3000_5_3540	TcCLB.511661.120	Q4DIR2	47.0
BCY84_22890	TM35_000022810	A0A1X0P7Y1	47.0
LpyrH10_24_0860	LpyrH10_24_0860	A0A0N0DS82	47.0
LTULEM423_290009300	LpyrH10_08_0460	A0A0M9G1K4	47.0
Baya_074_0130	TcCLB.510329.320	Q4E3I1	47.0
Lsey_0200_0130	LINF_330019500	A4I8Y4	47.0
DQ04_00621210	TM35_000112640	A0A1X0P006	47.0
LINF_310034900	LtaPh_3131000	A0A640KPT1	47.0
LpyrH10_12_0740	LtaPh_3123100	A0A640KUL2	47.0
LBRM2903_140019400	LdCL_140019700	A0A504XJN7	47.0
LpyrH10_02_6110	LINF_280022800	A4I3P3	47.0
Tc_MARK_3185	TRSC58_05572	A0A3R7KYH0	47.0
LtaP11.0160	Lsey_0182_0130	A0A0N1HWW3	47.0
LtaP24.0520	LdBPK_240480.1	E9BGR0	47.0
Baya_072_0030	LpyrH10_21_0260	A0A0M9FU37	47.0
CFAC1_220042600	LINF_130018600	A4HVR2	47.0
BSAL_26685	TcCLB.506625.60	Q4DUD6	47.0
LSCM1_02117	LINF_340011200	A4I9M6	47.0
C3747_148g103	TcCLB.510241.124	Q4DD43	47.0
Tc_MARK_9543	TcCLB.503975.60	Q4DD67	47.0
TRSC58_02022	TcCLB.510165.54	Q4D925	47.0
DQ04_12801010	TcCLB.506575.40	Q4D7W7	47.0
TcCLB.508389.20	TcCLB.506789.110	Q4DZX8	47.0
TCDM_07936	TCDM_09252	V5D692	47.0
CFAC1_250039400	LINF_360034000	A4ICG8	47.0
LmxM.29.2160	LtaPh_3021900	A0A640KNJ3	47.0
LMJFC_330034700	LpyrH10_07_2570	A0A0N0DW06	47.0
LMJSD75_160012400	Lsey_0207_0100	A0A0N0P4R6	47.0
LpyrH10_26_1070	LpyrH10_26_1070	A0A0M9FSF8	47.0
Tc_MARK_8364	TCDM_10986	V5D1S7	47.0
ECC02_007424	ECC02_007602	A0A7J6XYG1	47.0
DQ04_06341040	TcCLB.506587.20	Q4D8X5	47.0
Baya_010_0410	LdCL_320016000	A0A504X6W1	47.0
TcYC6_0001190	ECC02_011200	A0A7J6XNF5	47.0
TCSYLVIO_002646	TCDM_09977	A0A2V2V7P3	47.0
LMJLV39_280007500	Lsey_0055_0240	A0A0N1ILI2	47.0
ECC02_007997	ECC02_010781	A0A7J6XPL1	47.0
TM35_000161630	TcCLB.510101.310	Q4E3N0	47.0
LMJFC_330015600	LINF_330014700	A4I8U4	47.0
TvY486_1014120	TcCLB.511287.110	Q4DJ00	47.0
Lsey_0477_0030	LPMP_261310	A0A088RVG9	47.0
Lsey_0146_0080	LINF_010011100	A4HRI3	47.0
Tb427_000648100	Tb927.9.740	Q38G34	47.0
TM35_000053440	TM35_000053440	A0A1X0P4I9	47.0
LPMP_250790	Lsey_0380_0050	A0A0N0P2V9	47.0
LPMP_280080	LINF_280005700	A4I381	47.0
LSCM1_02997	LINF_220021900	A0A6L0XEC3	47.0
Lsey_0066_0210	LpyrH10_05_3980	A0A0M9G5C9	47.0
LmjF.18.1450	LINF_180020000	A4HY15	47.0
CFAC1_100019000	LINF_290012500	A0A6L0XKT1	47.0
LpyrH10_04_0450	LDHU3_19.0480	A0A504X9Z8	47.0
TcCL_NonESM11644	TCDM_13484	V5AIL3	47.0
Tc_MARK_7582	TcCLB.509179.50	Q4DQ00	47.0
TM35_000071750	TCDM_02120	V5B788	47.0
TcSYL_0194880	ECC02_008772	A0A7J6XVF2	47.0
ECC02_011402	TcCLB.506613.70	Q4DPK1	47.0
PCON_0001120	LpyrH10_01_5310	A0A0M9GAM8	47.0
CFAC1_100025000	LpyrH10_08_0220	A0A0N0VF63	47.0
LSCM1_03138	LINF_280017400	A4I3J5	47.0
TcIL3000_0_10830	TcIL3000_0_20190	F9WIM6	47.0
LSM04_005794	TcCLB.506735.70	Q4DB57	47.0
Tb427_050006400	Tbg972.5.130	C9ZN97	47.0
DQ04_03831040	ADEAN_000759800	A0A7G2CMD0	47.0
DQ04_03471070	Tbg972.7.3630	C9ZSP0	47.0
LbrM.31.2650	Lsey_0063_0100	A0A0N1PC95	47.0
TM35_000044680	Tb927.9.13620	Q38D67	47.0
EMOLV88_200011900	LINF_200012400	A4HYM8	47.0
CFAC1_090017100	LINF_170016600	A4HXH3	47.0
CFAC1_170011200	Lsey_0011_0230	A0A0N0P8K8	47.0
PCON_0066120	Tb927.8.4240	Q57W11	47.0
TcBrA4_0105850	TCDM_11141	V5B151	47.0
DQ04_02601060	TcCLB.503593.40	Q4D508	47.0
LbrM.27.2.002540	LDHU3_27.3430	A0A6J8FDU2	47.0
DQ04_03551110	ECC02_008304	A0A7J6XWG1	47.0
CFAC1_120015000	LdBPK_160700.1	E9BCS3	47.0
LSCM1_02640	LmjF.33.1440	Q4Q443	47.0
LMARLEM2494_240025500	LDHU3_24.2350	A0A3S7WYI6	47.0
CFAC1_150017200	LmjF.23.0610	Q4QBA2	47.0
BCY84_21580	TcCLB.507583.60	Q4CX94	47.0
Lsey_0142_0040	LMJSD75_320030900	Q4Q536	47.0
Tc_MARK_9990	TcCLB.503627.20	Q4CS54	47.0
TM35_000361470	Tb427.07.5220	Q57ZG7	47.0
LbrM.32.2.003120	LpyrH10_02_3310	A0A0N0DZ55	47.0
Lsey_0082_0200	LINF_120016100	E9AGI3	47.0
LpyrH10_12_1220	Lsey_0090_0090	A0A0N1PC35	47.0
TRSC58_04021	TcCLB.503855.80	Q4DBH1	46.0
TcG_11018	TCDM_11181	V5B113	46.0
LpyrH10_33_0720	LINF_010012400	A4HRJ6	46.0
JKF63_02098	LINF_330015800	A4I8U8	46.0
C3747_119g90	TcCLB.511875.80	Q4DA39	46.0
LENLEM3045_300014200	LmxM.29.0808	E9B0K9	46.0
TevSTIB805.10.15170	Tb927.10.14420	Q388G0	46.0
TM35_000182050	Tb927.9.6410	Q38EU0	46.0
TcYC6_0034410	TcCLB.506319.40	Q4D7H0	46.0
LtaP20.0730	LINF_200012200	A4HYP3	46.0
DQ04_05071020	TM35_000201420	A0A1X0NTD9	46.0
CFAC1_020012100	LINF_050010400	E9AG64	46.0
TM35_000014290	Tb927.4.2910	Q583W8	46.0
Tc_MARK_8257	TcCLB.510989.20	Q4D5J6	46.0
TcIL3000_0_50480	TcIL3000_0_33220	F9W5J1	46.0
LtaPh_3310300	LpyrH10_19_0790	A0A0M9FV94	46.0
Baya_123_0230	LINF_320013300	A4I7P5	46.0
TCDM_09684	TCDM_09684	V5APF9	46.0
LMARLEM2494_340021500	LpyrH10_05_1990	A0A0N0VFZ3	46.0
ECC02_007985	TcCLB.508495.30	Q4DSP1	46.0
LMARLEM2494_210009600	LmxM.21.0450	E9AV12	46.0
TM35_000342510	TM35_000342510	A0A1X0NNE3	46.0
GH5_02433	LINF_330030600	A4I988	46.0
DQ04_08401000	TcCLB.506627.70	Q4D9C8	46.0
LMARLEM2494_190016400	LpyrH10_04_1940	A0A0N0DXE4	46.0
TCDM_08388	TcCLB.508073.20	Q4CQ31	46.0
CFAC1_280048600	Lsey_0050_0160	A0A0N1I0U4	46.0
CFAC1_300036400	LdBPK_282390.1	E9BJW0	46.0
LSCM4_00932	LINF_340025800	A0A6L0XNT2	46.0
TcCL_ESM07237	C3747_10g541	A0A2V2XGF2	46.0
TM35_000091450	TM35_000091450	A0A1X0NZI9	46.0
BSAL_87845	TcCLB.503735.20	Q4CZG3	46.0
TvY486_0501070	Tb427.05.1580	Q57VA5	46.0
TvY486_0501540	TRSC58_03668	A0A061J3G0	46.0
ECC02_013804	ECC02_013804	A0A7J6XG09	46.0
Tb427_090043400	TcCLB.509297.10	Q4CV31	46.0
LENLEM3045_330030500	LINF_330030900	A4I991	46.0
JKF63_03640	BSAL_05215	A0A0S4J0D9	46.0
JKF63_06587	LINF_180015500	A4HXX5	46.0
LAMA_000268100	LINF_170016500	A4HXH2	46.0
TCSYLVIO_006638	TCDM_09832	V5B8Y0	46.0
Tb427_110063000	TcCLB.508641.240	Q4DZH1	46.0
LTULEM423_260017800	Lsey_0299_0030	A0A0N1IIE5	46.0
TcIL3000.11.5560	TcIL3000_0_19910	F9WIJ6	46.0
LMARLEM2494_080012800	LtaPh_0807500	A0A640K932	46.0
TcYC6_0163060	TcYC6_0159770	A0A2V2XMC6	46.0
TCSYLVIO_009440	TCDM_10509	V5B771	46.0
LAEL147_000499900	LINF_280023200	A4I3P7	46.0
LSM04_006050	TcCLB.509859.60	Q4D4X8	46.0
BCY84_21955	C3747_219g4	A0A2V2VWE8	46.0
TcIL3000.A.H_000649900	Tb927.9.2730	Q38FP7	46.0
Baya_005_0810	TvY486_1015170	G0U4W0	46.0
ECC02_001042	TcCLB.511283.260	Q4E2T4	46.0
TCDM_02906	TM35_000081670	A0A1X0P1H5	46.0
CFAC1_120023400	LpyrH10_15_1880	A0A0M9FXQ3	46.0
Baya_201_0040	LpyrH10_19_2020	A0A0M9FVI4	46.0
LpyrH10_28_0040	LINF_080017400	E9AG91	46.0
EMOLV88_000056100	LINF_280008200	A4I3A6	46.0
LENLEM3045_300040600	LtaPh_3034100	A0A640KMK4	46.0
LGELEM452_340027300	LINF_340033700	A4IA53	46.0
JKF63_05546	LINF_240011700	A4I0Q5	46.0
Lsey_0034_0120	LINF_360056900	A4IDQ2	46.0
TCSYLVIO_010064	TcCLB.507049.90	A0A2V2XJ37	46.0
TCDM_06822	TM35_000191280	A0A1X0NT47	46.0
ECC02_002506	TRSC58_06307	A0A061IVB1	46.0
EMOLV88_030008700	LINF_030009200	A4HRV5	46.0
TCDM_11171	TCDM_11171	V5AKP9	46.0
ECC02_011696	ECC02_011696	A0A7J6XMF3	46.0
TcSYL_0154640	TcCLB.507237.140	Q4DYX9	46.0
ECC02_013843	ECC02_013746	A0A7J6XHG7	46.0
LINF_050012400	LINF_050012400	A4HSJ4	46.0
TcG_04881	ECC02_012031	A0A7J6XM57	46.0
LbrM.19.2.001260	LINF_190015000	A4HYB5	46.0
LMARLEM2494_250018100	LINF_250018450	A4I1G6	46.0
EMOLV88_160017000	LINF_160018000	A4HX19	46.0
Lsey_0015_0170	LINF_330034800	A4I995	46.0
LARLEM1108_310024300	LINF_310024500	A4I6U8	46.0
TcCL_ESM10815	ECC02_012768	A0A7J6XUA6	46.0
TcSYL_0192690	ECC02_008090	A0A7J6XX75	46.0
TvY486_0807830	TcIL3000_10_14000	G0UYZ6	46.0
BSAL_46085	Tb927.11.6700	Q384Z9	46.0
EMOLV88_280026700	LdBPK_282670.1	A0A3S7X1W1	46.0
Lsey_0073_0180	LmxM.32.0480	E9B3M6	46.0
TcSYL_0065120	TCDM_12099	V5B7M2	46.0
LMARLEM2494_070015100	LpyrH10_27_0670	A0A0M9FS38	46.0
LmjF.28.0822	LbrM.28.0870	A4HGC5	46.0
TcCL_NonESM09862	TCDM_08862	V5ARF8	46.0
JKF63_04109	LINF_260013300	A4I214	45.0
Lsey_0006_0440	LpyrH10_04_3800	A0A0M9G6A6	45.0
EMOLV88_060017400	LdCL_060017800	A0A6J8F5T0	45.0
JIQ42_05059	LINF_260019200	A4I276	45.0
Tb927.4.4240	TEOVI_000628700	A0A1G4I299	45.0
EMOLV88_240009700	LpyrH10_11_1060	A0A0M9FZ61	45.0
DQ04_02901010	TcCLB.508385.20	Q4DBZ2	45.0
DQ04_00811120	TcCLB.508153.540	A0A2V2XDZ7	45.0
LTULEM423_250025600	LINF_250025100	A4I1N1	45.0
DQ04_02521040	TM35_000221590	A0A1X0NTC1	45.0
Tb927.11.1410	TcCLB.508505.10	Q4D1Y8	45.0
Tb1125.2.2860	TM35_000391450	A0A1X0NK52	45.0
Tc_MARK_2268	TM35_000081660	A0A1X0P0M6	45.0
TcG_13298	ECC02_008379	A0A7J6XVU9	45.0
Tc_MARK_2932	TcCLB.511725.40	Q4DWI5	45.0
DQ04_03071070	TM35_000041780	A0A1X0P4U2	45.0
LMJLV39_040009200	LdBPK_040420.1	E9B808	45.0
LMJLV39_050012000	LINF_050012300	A4HSJ3	45.0
CFAC1_220036100	LINF_130012500	A4HVK4	45.0
LbrM.29.2.000830	LpyrH10_08_0960	A0A0M9G1M4	45.0
TRSC58_01354	LINF_120013900	E9AGG3	45.0
ADEAN_000388900	LINF_320007600	A4I7I9	45.0
PCON_0076940	LINF_320027200	A4I833	45.0
TCSYLVIO_001830	TcCLB.506825.230	Q4DZE0	45.0
LMJLV39_170008900	LINF_170009600	A4HXA0	45.0
CFAC1_230043100	Lsey_0238_0030	A0A0N0P4D2	45.0
CFAC1_240030800	LINF_350010000	A4IAU7	45.0
DQ04_01081010	TcCLB.509733.70	Q4DWC7	45.0
Lsey_0004_0070	LdCL_360072100	A0A3S7XC58	45.0
LtaP31.0220	LtaPh_3102200	A0A640KU45	45.0
LSM04_000458	TM35_000281340	A0A1X0NPG4	45.0
LBRM2903_180014000	LINF_180012900	A4HXV1	45.0
LmxM.06.0450	Lsey_0253_0070	A0A0N0P3T5	45.0
Tb1125.7.2810	TcIL3000_7_2130	G0UPU2	45.0
TcG_13343	TCDM_11353	V5B9P5	45.0
Tb427.08.1050	Tb927.8.1050	Q57VP9	45.0
LMJFC_360015100	LINF_360013600	A4ICQ5	45.0
LbrM.32.2.001340	LpyrH10_02_1390	A0A0M9G826	45.0
GH5_07220	Lsey_0138_0200	A0A0N1I391	45.0
ECC02_003599	BCY84_03181	A0A7J6Y986	45.0
LtaPh_1912300	LpyrH10_04_2100	A0A0N0VG68	45.0
LDHU3_13.0640	LINF_130010700	A4HVI7	45.0
CFAC1_050022700	LmxM.09.1190	E9AMX0	45.0
ECC02_002091	TcCLB.506853.20	Q4D187	45.0
LMJLV39_120011100	Lsey_0107_0070	A0A0N1I5F7	45.0
LMARLEM2494_200014900	Lsey_0212_0030	A0A0N1IIT3	45.0
LpyrH10_01_2320	LINF_350010900	A4IAV9	45.0
LtaPh_3443600	LMJFC_340058300	Q4Q280	45.0
TRSC58_06134	TcCLB.504741.250	Q4DTR9	45.0
DQ04_01201140	TcYC6_0063890	A0A2V2VJT2	45.0
Lsey_0315_0050	LpyrH10_02_6260	A0A0M9G9G0	45.0
JIQ42_07378	LdCL_170019000	A0A6J8F8K9	45.0
TCDM_03872	TcCLB.508839.50	Q4D5L1	45.0
EMOLV88_270021100	LINF_270023400	A4I2V7	45.0
TcBrA4_0110410	TcCLB.508221.840	Q4E5T9	45.0
LpyrH10_04_1910	LpyrH10_04_1910	A0A0N0DXJ6	45.0
LSCM4_00933	TcCLB.508051.20	Q4D0U3	45.0
LpyrH10_14_0880	LINF_210013600	A4HZ79	45.0
CFAC1_180021700	Lsey_0253_0100	A0A0N0P3T6	45.0
LSM04_003835	TcCLB.509561.60	Q4DDV9	45.0
CFAC1_100013500	LINF_090010900	A4HTW4	45.0
TcCL_NonESM11643	ECC02_011123	A0A7J6XPH1	45.0
JIQ42_06310	LINF_230021900	A0A6L0XGV9	45.0
Baya_005_0110	TcCLB.511291.70	Q4DC40	45.0
JIQ42_07300	LINF_170010700	A4HXB7	45.0
TcIL3000_0_37320	TcIL3000_0_30860	F9W4T2	45.0
TRSC58_05029	TCDM_01006	V5DS15	45.0
TcCLB.508739.80	TcIL3000_4_2750	G0ULC7	45.0
LmjF.05.0220	LBRM2903_050007100	A4H479	45.0
TM35_000181690	TM35_000181690	A0A1X0NTV8	45.0
LbrM.31.2.001250	LINF_310016600	A4I6M9	45.0
TcIL3000.A.H_000989600	Tb927.11.12720	Q382Q9	45.0
TcG_08999	TCDM_13596	V5AMR7	45.0
Tb1125.10.7040	TcCLB.503431.90	Q4D4D6	45.0
DQ04_02041080	TcCLB.504427.180	Q4DYM6	45.0
LINF_040014700	LINF_040014700	A4HS94	45.0
TcIL3000_10_12210	TcCLB.511283.180	Q4E2U3	45.0
ADEAN_000557100	LmxM.29.1985	E9B0X0	45.0
LARLEM1108_200016300	LpyrH10_25_0830	A0A0N0DS20	44.0
LtaP10.1490	LtaPh_1014900	A0A640KB97	44.0
ECC02_009326	ECC02_010287	A0A7J6XS96	44.0
PCON_0049800	LINF_150006500	A4HWB3	44.0
TcIL3000_0_27520	TcIL3000_0_27520	F9W3T4	44.0
ADEAN_000735800	TcCLB.507991.50	Q4DJF4	44.0
Lsey_0005_0020	LdCL_340022400	A0A6J8FNW0	44.0
TcIL3000_6_460	TcCLB.509399.120	Q4DUM8	44.0
EMOLV88_250012200	LINF_250012200	A4I1A9	44.0
TcG_10320	TCDM_10598	V5B708	44.0
LSCM4_01870	Lsey_0024_0030	A0A0N1I0L5	44.0
LpyrH10_02_2190	Lsey_0001_0020	A0A0N0P972	44.0
PCON_0032060	LMJFC_130020800	Q4QG10	44.0
Baya_018_0290	LINF_220018900	E9AGZ8	44.0
LMARLEM2494_190008600	LINF_190008500	A4HY58	44.0
LSM04_003056	TM35_000441260	A0A1X0NK37	44.0
DQ04_00341130	TvY486_0303150	G0TT50	44.0
TcG_10314	TcG_10314	A0A2V2V091	44.0
Lsey_0074_0060	Lsey_0074_0060	A0A0N1HZX6	44.0
TcYC6_0020820	ECC02_010115	A0A7J6XRF0	44.0
DQ04_03791010	TcCLB.508811.10	Q4D809	44.0
ECC02_011153	TcCLB.509363.31	Q4CPY7	44.0
LtaP26.2060	LINF_260024600	A4I2C1	44.0
LARLEM1108_080006100	LpyrH10_28_0880	A0A0M9FS60	44.0
TCDM_09683	C3747_8g781	A0A2V2XLY5	44.0
EMOLV88_350011800	Lsey_0136_0020	A0A0N0P5D3	44.0
EMOLV88_220007300	LINF_220007300	A4HZQ1	44.0
CFAC1_250033100	Lsey_0046_0190	A0A0N1PCH9	44.0
LPAL13_330013000	LDHU3_33.1220	A0A3Q8IHN5	44.0
ECC02_003268	ECC02_003268	A0A7J6YAU8	44.0
EMOLV88_240006800	LINF_240011500	A4I0Q3	44.0
LtaP06.0730	LINF_060013300	A4HSW8	44.0
LtaP35.1200	LINF_350015600	A4IB06	44.0
LPAL13_010005900	LtaPh_0105300	A0A640KD11	44.0
TEOVI_000406800	TEOVI_000342800	A0A1G4IHU4	44.0
ECC02_012171	ECC02_004429	A0A7J6Y8G0	44.0
Lsey_0159_0180	LINF_260008600	A4I1X2	44.0
LpyrH10_05_0900	LINF_340011800	A4I9N2	44.0
TRSC58_03575	TM35_000361010	A0A1X0NKY8	44.0
LMJLV39_260029100	TcCLB.508119.100	Q4DQ64	44.0
LpyrH10_21_0760	LINF_170014100	A4HXE9	44.0
TRSC58_04023	TcCLB.511431.10	Q4DGB4	44.0
LtaP25.0910	LdBPK_250890.1	E9BHJ3	44.0
LBRM2903_230030300	LBRM2903_230030300	E9AIQ9	44.0
Lsey_0061_0010	LINF_100008600	A4HUE2	44.0
ECC02_000783	TM35_000281510	A0A1X0NP13	44.0
LbrM.22.0620	LbrM.22.0620	A4HCB1	44.0
TcBrA4_0018580	TcCLB.510363.130	Q4DXP5	44.0
CFAC1_190036200	Lsey_0339_0050	A0A0N1IHC8	44.0
TcCLB.503417.36	TcCLB.507237.200	Q4DYX3	44.0
Tc_MARK_8621	Tb927.10.12060	Q389D6	44.0
CFAC1_170009200	LpyrH10_04_0280	A0A0M9G5K9	44.0
CFAC1_160019600	LpyrH10_31_1110	A0A0M9FQZ7	44.0
LpyrH10_30_0940	LINF_070009300	A4HT29	44.0
Tc_MARK_5906	TcCLB.510241.20	Q4DD53	44.0
JIQ42_01136	LINF_350040700	A4IBP6	44.0
LTULEM423_350051700	LINF_350050700	A4IBY9	44.0
LdCL_260018700	LDHU3_26.1610	A0A504X812	44.0
Lsey_0205_0010	LINF_270020400	A4I2U0	44.0
TcIL3000.A.H_000426600	TRSC58_07065	A0A061IRW4	44.0
CFAC1_210007700	LINF_240007400	E9AH38	44.0
LtaP12.1010	LINF_120016200	A0A6L0WLW9	44.0
LpyrH10_03_4260	LINF_270029500	A4I319	44.0
JIQ42_01529	Lsey_0005_0130	A0A0N1I8U0	44.0
LENLEM3045_250017700	LdCL_250017400	A0A3Q8IDB4	44.0
TRSC58_00263	TcBrA4_0060100	A0A2V2W4N1	44.0
LSM04_007563	TcCLB.508889.19	Q4CRN3	44.0
LMARLEM2494_340031100	LtaPh_3426451	A0A640KXU8	44.0
Lsey_0032_0100	Lsey_0032_0100	A0A0N0P7R3	44.0
Lsey_0088_0030	Lsey_0088_0030	A0A0N1PC43	44.0
TM35_000212100	TCDM_01308	V5BPX0	44.0
TcCL_ESM06644	TcCLB.508741.90	Q4E361	44.0
LpyrH10_03_4350	LINF_270028400	A4I2Y3	44.0
LARLEM1108_180012100	Lsey_0423_0010	A0A0N1I1G3	44.0
GH5_00190	LDHU3_36.2490	A0A3Q8IIZ9	44.0
LmxM.06.1220	LINF_060018200	A4HT13	44.0
LSCM1_00038	LdCL_360009100	A0A3Q8IGW4	44.0
Lsey_0501_0050	LpyrH10_02_4830	A0A0N0DZF2	44.0
EMOLV88_140010600	LINF_140011000	A4HVZ8	44.0
TRSC58_01838	TcCLB.503505.14	Q4CQC0	44.0
LAEL147_000622400	LtaPh_3201600	A0A640KQP3	44.0
Lsey_0332_0040	Lsey_0332_0040	A0A0N0P351	44.0
CFAC1_180027300	Lsey_0147_0190	A0A0N1I4D6	44.0
LMARLEM2494_290033500	LpyrH10_08_3220	A0A0M9G1V6	44.0
ECC02_006479	TcCLB.506255.20	Q4CNU4	44.0
ECC02_013098	ECC02_013098	A0A7J6XIH5	44.0
TRSC58_02067	TcIL3000_6_4440	G0UP76	44.0
BCY84_15072	TM35_000092170	A0A1X0NZQ1	44.0
TM35_000031460	TcCLB.508899.90	Q4DMP4	44.0
LAEL147_000473500	LINF_270024800	A4I2Y6	44.0
